Wall time,Step,Value
1517313923.1413841,125,0.7037409543991089
1517313923.143658,300,0.6201502084732056
1517315649.8173356,8915,0.30648237466812134
1517317804.5948303,18100,0.2762760519981384
1517318021.0798092,20000,0.2621341049671173
1517321708.6842933,36750,0.22228285670280457
1517322788.6177335,41955,0.20613685250282288
1517323437.9539804,44555,0.203963041305542
1517324520.085647,49760,0.19628627598285675
1517325603.0103314,54920,0.20173044502735138
1517325819.686995,55015,0.18774767220020294
1517326035.6786122,56085,0.1869371086359024
1517326035.6806798,56255,0.18416376411914825
1517327986.1419835,65545,0.1713232696056366
1517327986.1464508,65895,0.17021110653877258
1517329503.1267784,72445,0.16470399498939514
1517329936.141456,74670,0.16142567992210388
1517330152.1418185,75150,0.15814308822155
1517330369.0391152,76255,0.1593289077281952
1517330584.9853683,77480,0.16034677624702454
1517331451.1929038,81090,0.15131187438964844
1517331886.352897,83195,0.15123264491558075
1517331886.3630888,83985,0.1521041840314865
1517332102.9935744,84305,0.15020056068897247
1517332753.0159152,87790,0.14912362396717072
1517333403.0091221,90080,0.1456747055053711
1517333403.012911,90375,0.1474764496088028
1517334922.6663027,97280,0.14588694274425507
1517335139.6549616,98670,0.14427748322486877
1517337310.826498,108295,0.13623124361038208
1517338391.1217248,113685,0.12867657840251923
1517339475.0363104,118365,0.13206322491168976
1517343809.9358008,138205,0.11915411800146103
1517343809.9412432,138610,0.11850662529468536
1517344449.0209973,141720,0.11273881047964096
1517346613.7176044,151565,0.11019159853458405
1517349632.3238485,165510,0.10791020095348358
1517349632.3272457,165840,0.10822080075740814
1517350922.8136916,171220,0.10715289413928986
1517352426.9932466,178275,0.10426388680934906
1517353499.7718155,183990,0.10185865312814713
1517356254.0356095,196870,0.10312730073928833
1517356456.6086588,197375,0.09855195134878159
1517357063.5563493,200910,0.10081535577774048
1517357265.6464899,201615,0.09910326451063156
1517357874.1464596,204990,0.09177783876657486
1517360003.6312013,215025,0.09481032937765121
1517360383.5655494,217725,0.09442756325006485
1517360383.5688074,217980,0.09566739946603775
1517360573.8309093,218165,0.09388834983110428
1517360763.7158391,219075,0.0926821380853653
1517360953.9641902,220185,0.0964786559343338
1517360953.9705093,220670,0.09741101413965225
1517362283.077934,227400,0.09353072196245193
1517363232.7836514,232420,0.09204985201358795
1517363804.0818627,235715,0.09432478994131088
1517365340.0087862,243085,0.0921577662229538
1517365534.7988632,244090,0.09523682296276093
1517367088.1785421,252790,0.09177882969379425
1517368440.0809646,259560,0.09156005084514618
1517369830.6232765,266510,0.08631439507007599
1517370452.324591,269050,0.08040843904018402
1517370452.3367043,269935,0.08229164779186249
1517370867.328771,271605,0.08710406720638275
1517371470.045114,274690,0.0864088162779808
1517373474.8301642,284005,0.08947302401065826
1517373474.8346908,284390,0.08578654378652573
1517374286.1346855,288745,0.08722856640815735
1517374494.6322947,289670,0.08672713488340378
1517376484.358671,299205,0.08556586503982544
1517377089.5716138,302600,0.08485496789216995
1517377089.573909,302760,0.08293484151363373
1517378478.2524018,309255,0.08225510269403458
1517379239.10358,313630,0.08461173623800278
1517379812.7608125,316590,0.07934296876192093
1517380002.8825116,317625,0.08316738158464432
1517380956.0765736,322255,0.08225737512111664
1517381146.1942525,323325,0.08551391959190369
1517381336.9024851,324645,0.08192843198776245
1517381527.3868244,325630,0.08641190081834793
1517381527.388078,325725,0.08396931737661362
1517382097.9333012,328185,0.08399161696434021
1517382859.8162105,332290,0.0858398973941803
1517384002.196453,338900,0.08535136282444
1517384383.2233267,340820,0.08242370188236237
1517384764.5213525,342255,0.0819016844034195
1517385336.1501906,345060,0.08526144921779633
1517385910.40979,348575,0.08188726007938385
1517386897.3537998,353885,0.08012033998966217
1517387317.89157,355230,0.08187414705753326
1517387949.1805758,358125,0.08273221552371979
1517388159.246129,359350,0.08596642315387726
1517388579.84857,361155,0.08294350653886795
1517388790.5643744,362080,0.075605109333992
1517389421.7728043,365865,0.08401572704315186
1517391653.2880042,375235,0.08553742617368698
1517393194.1627305,382265,0.08232494443655014
1517394753.7047231,389650,0.07803232222795486
1517394977.1751032,390770,0.08112718164920807
1517395829.2383869,394860,0.08521896600723267
1517396250.918581,396155,0.07851660251617432
1517396461.698915,397045,0.0755942091345787
1517396895.237921,399700,0.07934793829917908
1517397113.8737943,400720,0.08149096369743347
1517397768.5218318,403935,0.08007602393627167
1517397982.1842437,404140,0.07609560340642929
1517398585.348351,407305,0.07914533466100693
1517399731.2499678,413150,0.08327843248844147
1517426053.5727298,417695,0.07776637375354767
1517426053.575364,417945,0.07970280945301056
1517426270.8574054,418920,0.07726297527551651
1517428865.7997446,430690,0.07626152783632278
1517430808.8842704,439780,0.07737003266811371
1517431889.9127328,444085,0.07817928493022919
1517433619.4939606,452415,0.0810513123869896
1517434916.6184595,458955,0.07331584393978119
1517436644.1257925,466380,0.07453181594610214
1517436860.0199199,467510,0.078400619328022
1517437507.927418,470140,0.07974784821271896
1517440309.9400756,483545,0.07493995130062103
1517440525.6868558,484660,0.07776381075382233
1517441173.1592274,487225,0.07481910288333893
1517441173.1665022,487780,0.07632599025964737
1517441389.3174489,488100,0.07350532710552216
1517444849.4560564,504835,0.0691462904214859
1517445282.5721622,506745,0.07652081549167633
1517445282.5743096,506940,0.07682157307863235
1517445932.0608883,509290,0.07784049212932587
1517445932.064242,509550,0.07853341102600098
1517446581.8974192,512920,0.07317856699228287
1517447015.0105624,514950,0.0759749561548233
1517447882.4488952,518340,0.07742966711521149
1517447882.4519885,518570,0.0774504765868187
1517448533.7217705,521150,0.07308727502822876
1517449184.4501586,524500,0.07252966612577438
1517451134.3278453,533315,0.07312430441379547
1517451784.790281,536315,0.0724877417087555
1517452001.9021597,537460,0.0713261291384697
1517456775.7808592,559755,0.0702575296163559
1517456992.594237,560185,0.06826764345169067
1517457426.1306186,562150,0.07112686336040497
1517457426.1387422,562890,0.07543398439884186
1517461334.9800756,580545,0.07402306795120239
1517461552.7288706,581020,0.07059542089700699
1517463073.80147,588550,0.0730028823018074
1517463943.17562,592075,0.07552655786275864
1517464377.8520591,594010,0.07191913574934006
1517464377.8570342,594435,0.06832773983478546
1517464812.2940075,596145,0.07183758169412613
1517465030.009471,597725,0.0745932012796402
1517466552.997386,604680,0.07411569356918335
1517466770.6945262,605740,0.07121483981609344
1517466987.5363796,606675,0.07294239103794098
1517467422.38779,608920,0.07369101792573929
1517467640.022898,609210,0.07355578988790512
1517468073.8882825,611900,0.0752280056476593
1517468291.3528755,612765,0.07714066654443741
1517468726.4734647,614975,0.07234686613082886
1517468944.210715,615655,0.07010781019926071
1517470033.6711707,620300,0.06645091623067856
1517471120.9022634,625855,0.06962785124778748
1517473946.004014,638005,0.0713488832116127
1517475686.337724,646490,0.07666530460119247
1517475686.3431194,646985,0.07640395313501358
1517475904.4473398,647665,0.0708376094698906
1517476557.9472494,650735,0.07170570641756058
1517477865.9155996,656980,0.06875567138195038
1517479169.721226,662330,0.0625750795006752
1517480257.2383063,667170,0.07730512320995331
1517480474.4878387,668245,0.0680881142616272
1517480691.7079492,669855,0.06947766244411469
1517481996.0804822,675885,0.06139634922146797
1517482865.1187181,679065,0.06601361185312271
1517483517.464571,682380,0.06911858916282654
1517484170.4191213,685265,0.06639609485864639
1517484387.7085948,686565,0.06719048321247101
1517484605.4104376,688000,0.06787695735692978
1517484822.6452467,688560,0.0674782544374466
1517485474.1188304,691675,0.07441312074661255
1517485908.4392402,693075,0.06594938039779663
1517486125.4154553,694130,0.06967861205339432
1517486342.4893408,695520,0.0702187567949295
1517488302.770512,704040,0.0689263716340065
1517488302.7769945,704470,0.06295917928218842
1517489828.2674642,711060,0.07144442200660706
1517489828.2749946,711785,0.06798505038022995
1517491350.4519384,718175,0.06790316849946976
1517494618.651845,733480,0.06451906263828278
1517496799.1405962,743955,0.07157683372497559
1517499637.7009728,756265,0.0629819929599762
1517499637.7090766,756900,0.06263323128223419
1517501821.2656655,766465,0.06864909082651138
1517502039.4979923,767995,0.06533859670162201
1517504252.5421247,778240,0.06625138223171234
1517505850.9598844,786300,0.06354249268770218
1517506451.0852592,789720,0.06458450108766556
1517506650.9204557,790750,0.06718471646308899
1517508850.5725687,801140,0.06942127645015717
1517510249.6013534,808005,0.06874734908342361
1517511600.0527282,815005,0.06685855984687805
1517526306.286693,822935,0.06427054107189178
1517526512.8878307,824000,0.0692196637392044
1517526719.1792612,824545,0.06643705070018768
1517526925.296589,825530,0.05966974049806595
1517532287.8197489,851650,0.06319619715213776
1517532287.8201792,851670,0.06938208639621735
1517535178.3247333,865640,0.0645035058259964
1517536005.1555586,869440,0.0610305555164814
1517536005.1561394,869480,0.05958663672208786
1517536005.160583,869820,0.06677912175655365
1517536005.161853,869915,0.0686221495270729
1517536418.7108853,871800,0.06791645288467407
1517537245.2594242,875195,0.06351863592863083
1517537245.2619286,875385,0.06751853972673416
1517537245.269818,876000,0.06768639385700226
1517537451.754825,876490,0.06639321148395538
1517537864.878511,878740,0.062374792993068695
1517538485.101124,881465,0.06536316126585007
1517538485.106016,881840,0.07133476436138153
1517538898.624617,883955,0.06693018972873688
1517539312.3410506,885255,0.06373654305934906
1517542619.7874396,901965,0.06606125831604004
1517543446.9058084,905160,0.06969932466745377
1517543860.3236,907985,0.06627025455236435
1517544273.9352057,909570,0.06199347972869873
1517544894.1807237,912965,0.06702675670385361
1517545101.425723,913330,0.06595874577760696
1517546343.3734426,919375,0.06979259848594666
1517546549.5472386,920390,0.06511685997247696
1517546755.8137228,921440,0.0648324117064476
1517546962.5996058,922395,0.06563985347747803
1517547581.9957693,925235,0.0640295147895813
1517547995.426709,927080,0.06382650136947632
1517548201.493361,928685,0.06943575292825699
1517549234.1070776,933760,0.06177176162600517
1517551093.2332535,942425,0.062184326350688934
1517553779.5223558,955235,0.0702926367521286
1517554192.7106986,957630,0.06353665888309479
1517554606.1707182,959260,0.06714607030153275
1517555639.8121567,964450,0.06407301127910614
1517555846.9047256,965215,0.06598445028066635
1517559427.5513806,982530,0.06373582035303116
1517560766.8892457,988590,0.06680276989936829
1517560990.9964998,989200,0.06391793489456177
1517562333.7557116,995585,0.06396535784006119
1517562333.7576087,995725,0.06233425810933113
1517563225.8824484,999975,0.06599362194538116
1517567625.4654706,1000430,0.0608779713511467
1517568260.4740098,1003905,0.05899261310696602
1517570816.5378604,1015085,0.06395842880010605
1517573370.5722215,1027570,0.06405813246965408
1517574222.507619,1031080,0.06366512179374695
1517575287.3463676,1036260,0.06146353483200073
1517575713.0648465,1038365,0.064792700111866
1517575925.8570263,1039350,0.059948068112134933
1517576565.0051308,1042160,0.06504522264003754
1517576565.010366,1042570,0.06673195213079453
1517576990.588159,1044490,0.0633520781993866
1517577629.8496778,1047180,0.061541199684143066
1517579122.6237645,1054070,0.06109745427966118
1517579549.5622091,1056710,0.06461135298013687
1517580829.616925,1062250,0.06071683019399643
1517580829.6262727,1062970,0.06005154922604561
1517582537.500928,1070195,0.06751115620136261
1517584672.2578397,1080860,0.06422994285821915
1517587660.9964492,1094385,0.06270162761211395
1517588088.3387773,1096855,0.06544368714094162
1517588301.8270917,1097300,0.062106408178806305
1517588515.2554188,1098050,0.06898516416549683
1517588728.58664,1099840,0.060134343802928925
1517588942.6561298,1100275,0.0649745836853981
1517589583.3364627,1103640,0.06343825906515121
1517590009.8641741,1105495,0.06291966140270233
1517590223.3324974,1106335,0.06728033721446991
1517591716.9747875,1113855,0.060497961938381195
1517592998.2258885,1119510,0.06012176349759102
1517592998.2306542,1119895,0.06373463571071625
1517594919.0540836,1128330,0.06421031802892685
1517596841.6473045,1137700,0.0629390999674797
1517597055.406757,1138185,0.05943044275045395
1517597482.7482634,1140275,0.06234409660100937
1517598550.7699168,1145220,0.0655273050069809
1517598550.778764,1145895,0.062486838549375534
1517598977.7065282,1147580,0.06541724503040314
1517599191.2380145,1148235,0.06215783208608627
1517601328.4350262,1158310,0.062449801713228226
1517602183.450671,1162580,0.06616125255823135
1517603680.7979233,1169275,0.06467141211032867
1517603894.8427906,1170225,0.06593326479196548
1517604750.7785113,1174080,0.06169750541448593
1517604964.653564,1175930,0.06210217624902725
1517605178.7136853,1176235,0.06243904307484627
1517605606.5114894,1178070,0.06243101879954338
1517606033.9891055,1180715,0.06200886517763138
1517606461.9726477,1182210,0.05700647830963135
1517607958.8860803,1189995,0.05902737379074097
1517609671.1636906,1197685,0.05694600194692612
1517610099.0374143,1199115,0.058628570288419724
1517611171.9805627,1204025,0.06289684772491455
1517611600.6085343,1206210,0.057861316949129105
1517613958.1095436,1217010,0.05887499451637268
1517613958.1192145,1217720,0.06431903690099716
1517614386.7884624,1219855,0.060826946049928665
1517614601.2942343,1220260,0.06125693768262863
1517615243.7492576,1223510,0.0619487389922142
1517616099.6245878,1227835,0.05782311409711838
1517616742.6883166,1230335,0.06302414834499359
1517616742.691317,1230560,0.06007969379425049
1517616742.6954205,1230885,0.0585954412817955
1517618457.2659464,1238100,0.06409315764904022
1517620172.9378505,1246925,0.05990040302276611
1517620387.7030573,1247490,0.06220875307917595
1517620387.7076123,1247845,0.06148814037442207
1517620387.7093081,1247970,0.06334171444177628
1517622103.6137428,1255570,0.060768790543079376
1517622747.909337,1258510,0.05974848195910454
1517623821.0641346,1263525,0.060562439262866974
1517624679.763873,1267775,0.05944523215293884
1517625109.7035575,1269770,0.05985986441373825
1517625539.3042834,1271590,0.05666253715753555
1517625754.53152,1272290,0.060006238520145416
1517626613.1262522,1276875,0.05567734315991402
1517628547.6667879,1285905,0.06129804998636246
1517628977.6993334,1287175,0.06413550674915314
1517629192.498866,1288815,0.06496742367744446
1517631555.9195051,1299685,0.06307972222566605
1517633277.5916114,1307285,0.05770699307322502
1517635212.8905997,1316305,0.06327320635318756
1517637577.729982,1327500,0.058683864772319794
1517638221.688258,1330365,0.06288232654333115
1517638221.690867,1330610,0.05889952927827835
1517639082.0272841,1334350,0.062308501452207565
1517639082.0281508,1334425,0.05924797058105469
1517639512.2501369,1336325,0.060718782246112823
1517640157.131126,1339645,0.05886290222406387
1517640372.5979648,1340215,0.06027759239077568
1517640372.5982296,1340250,0.06318023055791855
1517640803.3426418,1342045,0.06294631958007812
1517641880.0550756,1347775,0.0603276863694191
1517642525.8297703,1350355,0.05892094969749451
1517642740.177301,1351825,0.0586492195725441
1517643600.890754,1355815,0.0628586858510971
1517643816.3444705,1356300,0.059448063373565674
1517644893.2240767,1361290,0.05966218188405037
1517645970.1921687,1366790,0.05880851298570633
1517646185.3796036,1367025,0.061736106872558594
1517647478.4739895,1373095,0.061163704842329025
1517648340.4704244,1377655,0.06174110621213913
1517648556.0062592,1378355,0.05779986456036568
1517649202.1234035,1381775,0.0641433447599411
1517650062.931367,1385055,0.05882076546549797
1517650278.791593,1386710,0.05976257845759392
1517650710.1514337,1388095,0.060985781252384186
1517651140.6042297,1390075,0.06099753454327583
1517651571.3193026,1392005,0.055988382548093796
1517652433.3944337,1396605,0.06059449911117554
1517774132.9346802,1407790,0.05621480196714401
1517774563.230334,1409280,0.06341095268726349
1517774563.2347198,1409610,0.05704963952302933
1517774777.369313,1410190,0.060414403676986694
1517774990.7869275,1411865,0.06010087579488754
1517775204.5219915,1412400,0.058293670415878296
1517775418.7558393,1413805,0.06153229996562004
